"","score","text","level.score","level.text"
"10288", -3," just how gullible are you if oprah ran against you there would be nothing left of the massive lazy fat arse of yours from the kicking it would get",Negative,NA
"10289",  0,"  maga",Neutral,NA
"10290", -2," ffs could you at least pretend to be empathetic for once not everything has to be about you",Negative,NA
"10291",  0," wait i thought that was or is your job",Neutral,NA
"10292",  7," you have a great day you should take the day off you desreve it you know what take the rest of the week off you deserve it even better take the rest of the year off we deserve it",Positive,NA
"10293", -1," you should do a little reflecting",Negative,NA
"10294",  0," you are not our president you are a criminal grifter bought and paid for by your close friend vladimir putin  toostupidtobepresident traitorinchief",Neutral,NA
"10295", -2," you claimed you were too busy to watch tv  another lie ",Negative,NA
"10296", -2," you are a moron our schools should not be killing fields",Negative,NA
"10297",  0," cnn ratings higher than ever where do you get your news fox oh no you dont do you you actually watch cnn everyday why",Neutral,NA
"10298",  4," really oh lord and master  how about you offer proof that anything in the nd half of your tweet is accurate anything  no if course not you ant hold a thought long enough to offer a shred of evidence",Positive,NA
"10299", -1," having one and concluded you are immoral and ignorant thank god theres a term limit on you",Negative,NA
"10300", -1,"  steps to buy a gun get the word out  years old to buy a gunmedical check criminal check credit checkrenewal gun license every year  this could be done quick we just need gun control i want to help to change the laws",Negative,NA
"10301", -2," oh you sad little man",Negative,NA
"10302", -1," adam schiff is a rattlesnake you can pettit but in the long run is going to bite you",Negative,NA
"10303",  1," in honor of presidents day release your taxes",Positive,NA
"10304", -1," you tried to make pbo illegitimate and turned out you are the illegitimate one happy presidents day unpresident ",Negative,NA
"10305", -1," you the president of bullshit thats the only thing you governed since you stole that seat faggot",Negative,NA
"10306", -1," youre the most  insecure  person and she us the most secure when you say stupid things it doesnt make them true",Negative,NA
"10307",  0," the day does not belong to you you are not a president you are an embarrassment to the us",Neutral,NA
"10308", -1," its led common mistake among those whose education has only gone through the eighth grade or who simply skated through school with a rich daddyalso you were one of the worst candidates in us historyalso this is a very twisted tweet i believe your mind is collapsing",Negative,NA
"10309",  0," reflection of you in americas tail lightsba bye",Neutral,NA
"10310",  0," youre onedimensional predictable and miserably inadequate in every respect  you barely qualify as a human being",Neutral,NA
"10311",  1," theres some nice pictures of you online today ",Positive,NA
"10312",  2," presidents  i will be reflecting on the best way to delete you from that list",Positive,NA
"10313",  2," dont you worry we will celebrating all  legitimate presidents",Positive,NA
"10314",  0," that said ",Neutral,NA
"10315", -3," instead of misleading statements about th meaning if the indictment why dont you releasethedemmemo whatistrumphiding indictments collusion",Negative,NA
"10316",  2,"  thank you for keeping us posted mr president",Positive,NA
"10317", -2," did you just admit that massive meddling was realcuz if so youre doing nothing to protect us if you took any of this seriously youd implement those sanctions immediately and rush to secure our upcoming elections your failure to do so looks awfully damn suspicious ",Negative,NA
"10318",  0," can hillary se her reflection",Neutral,NA
"10319",  1," hey  president trump i can believe  my daughter had to get up and go to schoolthis morning its presidents day for crying out loud now that ive  set back and thought about it im  going to get her as we speek",Positive,NA
"10320",  2," let today be a reminder of the honor  integrity of men who fought and died for this country yet never forgot our goal for life liberty and the pursuit of happiness  spend today reflecting and apologizing for having their hard work tarnished by an orangutan with a golf club",Positive,NA
"10321",  8," theyre great until you dont think they can help you bum twofaced in  when trump was considering a presidential run on the reform party ticket he told larry king he would like winfrey to be his running mate i love oprah oprah would always be my first choice he said",Positive,NA
"10322",  1," happy presidents day to out first  presidents",Positive,NA
"10323", -2," reflecting how you shame the nation  traitor for putin",Negative,NA
"10324",  2," yes we are all reflecting back to all the presidents days when we had a real president",Positive,NA
"10325", -1," far be from you to ever take responsibility for any tragedy in this country you should be ashamed of yourself",Negative,NA
"10326", -1," fuck youuuuuuuuuuu",Negative,NA
"10327",  0," happypresidentsday   and  ",Neutral,NA
"10328", -2," what are you so happy  thumbs up about  this is a tragedy  you are the one who put guns into the hands of mentality disturbed people  removed tracking of these people",Negative,NA
"10329",  0," praying for you today and for those who serve with you on every side of every aisle be true be honest be selfless",Neutral,NA
"10330",  1," stay classy as always",Positive,NA
"10331", -1,"  you would certainly know all about biased slanted and incorrect facts wouldnt ya donnie",Negative,NA
"10332",  3," maybe they asked you to run and promised to help you win the election",Positive,NA
"10333", -1," how about you resign and make us all relieved",Negative,NA
"10334", -1," we know who is insecure donnie ",Negative,NA
"10335",  2," you know now and knew then and still have done nothingwithout the help of russians you would never have been president",Positive,NA
"10336",  7," i wish i could but ive been out of work for  months on medical leave and the only doctor that says he can fix me is in washington state and yet i cant afford to see him because workmans comp barely lets me afford my bills let alone be able to eat",Positive,NA
"10337",  6," well spend the day honoring our real president   the actual winner of the  election",Positive,NA
"10338", -1," yes please do take a sober look at yourself in a mirror fakepotus muelleriscomingforyou presidentsday",Negative,NA
"10339", -2," you are such an embarrassment to this world my greatest day will be the day you leave either in shame or jail",Negative,NA
"10340",  3," dear president trumpsince the russians interference in our elections i would like to suggest that we institute a national id and that no one will be allowed to vote in a national election without one",Positive,NA
"10341",  4," donald jtrump americas st original fake president  same to you sir with all due respect  top of the morning to you and your also original fake white house staff  comedy central has relocated to  pennsylvania ave ",Positive,NA
"10342", -1," ill reflect on how we got such a piece of shit as president",Negative,NA
"10343",  5," must be weighing on your mind enough politics from you and all others quit tweeting get a job that pays something oh thats right you got   but in the pasture do the best you can do trump your in the establishment now",Positive,NA
"10344", -1," reflecting on what how every single  before you were bettercuz you suck man bigly",Negative,NA
"10345",  0," hahaha funny dems still cant take a joke",Neutral,NA
"10346",  1," were reflecting on the many ways to get a different president",Positive,NA
"10347",  1," and the only thing we will be celebrating about you is your soon demise  trump equals traitor and impeachtrumpnow trumpliar trumprussia",Positive,NA
"10348", -1," she beat the hell outta u in a election",Negative,NA
"10349",  2,"  we up the creek with you pretending to be a real potus you cant even protect little kids from ars because you tear down laws that help protect them hj  yeah we know blood on your hands trump",Positive,NA
"10350", -1," shes insecure  yeah riiiiight ",Negative,NA
"10351",  1," right nazishitholepresident presidentsday ",Positive,NA
"10352",  0," russiansanctionsnow",Neutral,NA
"10353",  1," calm down snowflake king shes not taking part in your circus race go back to your own alternativefacts",Positive,NA
"10354", -1," get over it idiot its called a settlement you should be very familiar with this term you know paying off all the porn starts and playmates and  what not",Negative,NA
"10355", -1," coincidentally were all watching a very insecure donald trump melt down because he knows robert mueller is closing in",Negative,NA
"10356",  0," ok dad",Neutral,NA
"10357", -3," blah blah blah everybody hates me everyone is against me i am a winner no really i mean a winner  take a break trump most of the usa doesnt care and happy presidents day mr obama",Negative,NA
"10358", -1," when is fake presidents day",Negative,NA
"10359",  1,"  his claim was grotesque and baseless even by trumpian standards his selfabsorption is such that he cannot see beyond his own fixation which is that all of this has no meaning beyond the legitimacy of his own electionmoscow must indeed be laughing",Positive,NA
"10360",  2," youre not my president she is my president get out of the whitehouse and stop touching our stuff your timesup and the hounds of hell are on the way to escort you to rykers island youll look good in orange weresist theresistance bluewave ",Positive,NA
"10361",  0," yes they are laughing cuz they are watching the pee tape and saying we own his ass",Neutral,NA
"10362", -3," you obscene motherfucking mouth breather knock knock whos there mueller mueller whomueller is coming for you  by the time this is over he will know the name of every russian hooked who ever pissed in your mouth",Negative,NA
"10363", -1," psycho youre a disgrace to this nation  all your lies about loving this country  kids are dead once again  you do nothing hell has a special place for you be proud he wore your hat and acted just like you ban assault weapons",Negative,NA
"10364", -1," wow you are one clueless moron why dont you find a grown up to explain these things to you before you embarrass yourself further",Negative,NA
"10365",  1," ill be reflecting on how we can save our democracy from the russians let me guessyoull be playing golf and tweeting imposerussiansanctions  fakepresident",Positive,NA
"10366",  2," mr president you are the inciter of party hatred and yes they are laughing their asses off because the usa finally has a man child whose vocabulary is lacking and also happens to be their lackey dobetter growup",Positive,NA
"10367", -2," you need to look in the mirror to see the most insecure person in the world",Negative,NA
"10368",  1," might be tourettes",Positive,NA
"10369",  1," lets make it a real great day resign",Positive,NA
"10370",  1," you wouldnt know the word reflective if it smacked you in your rapey face",Positive,NA
"10371",  0," we have had so many great men hold that office then you came and shamed it traitortrump shitholepresident nevermypresident impeachtrump trumpcrimefamily unfit",Neutral,NA
"10372",  4," yes thank you  i will reflect on the many ways your are not an effective president the many ways you have lowered the expectations of the office you hold and the many times you disrespect our allies and the freedom of the press",Positive,NA
"10373",  3," and you continue to lieor are you just that incredibly stupid the bill was blocked by a republican filibuster its a matter of public record learn to read",Positive,NA
"10374", -2," you are an utter sham of a president that colluded with a hostile enemy state to steal the election  you get nothing on this day to pay respect to all other presidents",Negative,NA
"10375",  2," thank you  for all your work",Positive,NA
"10376",  0," we areclearly you are not ",Neutral,NA
"10377",  4," i think you need to get smart  your tweet is admission that russia meddled and you still havent done anything about it russiansanctions would be a start personally i think maxwell smart would do a better job than you maxwellsmartforpresident",Positive,NA
"10378", -1," please resign  stop this madnessmarchforourliives",Negative,NA
"10379",  2," i doubt president obama helped russia to get you elected president obama sanctions against russia is why russia helped you",Positive,NA
"10380",  4," no they are laughing their asses off with you in the oval office must have been a great congratulatory moment judging by the jubilant look on all of your faces ",Positive,NA
"10381", -1," moron",Negative,NA
"10382", -1," trump you are a waste of space human garbage ",Negative,NA
"10383", -1," go away little girl",Negative,NA
"10384",  3,"  we luv u  pres trump god bless u thankful each day u serve ",Positive,NA
"10385",  1," with your help jackass",Positive,NA
"10386",  4," its funny he tweets this stuff just to trigger the liberals and you all dont even know it you all call him dumb but he knows what will happen in the comments you all are like cats and he has a laser kind of like fake throwing a ball with a dog you all fall for it each time",Positive,NA
"10387",  1,"  how much is russia paying you to badmouth our fbi what do they have on you how come youre not implementing sanctions against russia  you appear to be a traitor you will fit in well in guantanamo",Positive,NA
"10388", -3," attacking a black person who speaks her mind gee what a surprise shocking ill tell ya",Negative,NA
"10389",  0," notmypresident notmypresident notmypresident fakepresident fakepresident fakepresident fakepresident ",Neutral,NA
"10390",  2," i am reflecting on how the likes of james buchanan and warren g harding are no longer viable candidates for worst ever us president",Positive,NA
"10391", -2," please allow me to reflect on everything you have fucking done wrong",Negative,NA
"10392",  1," maybe you should reflect on the shame youve brought to the office that  other men held with some level of dignity",Positive,NA
"10393", -2," i doubt it cause you are an idiot",Negative,NA
"10394",  6," manbaby is threatened by the generous classy self made gagillionaire african american woman ms oprah winfrey insert applause  i respect your position not to run and i think its the right position keep reporting talking exposing and leading by example ",Positive,NA
"10395",  1," you lost the popular vote by  million votes  million to clinton and the rest to other candidates",Positive,NA
"10396",  1," especially to the past presidents youre going to lock up ",Positive,NA
"10397",  0," you knew the clintons very well too guess we can add betrayer of friends to the long list of your ignominious traits",Neutral,NA
"10398",  1," did you just give away the fact that youre spending the day in front of the mirror again you might want to try some real reflection donnydonebad and boy do you have a lot to reflect on start with this disgusting and revealing story",Positive,NA
"10399",  0," also sunday through friday but whatever ",Neutral,NA
"10400", -1," it would be really nice if you would behave on your hateful and dishonest behavior  you are not only dividing america but coarsening it",Negative,NA
"10401",  0," it would be your most loved tweet ever probably worldwide justdoit resign ",Neutral,NA
"10402",  1," would be better with you gone your a lyer",Positive,NA
"10403",  2," my reflection will be how in the world americans can be so crazy to put a some like trump in the whithouse",Positive,NA
"10404", -1," trumpy go fuck yourself",Negative,NA
"10405",  0," why do you care what oprah is doing dont you have an actual job you should be worried about you thinskinned moron",Neutral,NA
"10406",  1," youre a stupid blob of skin and oprah is an icon that has helped more people as a tv personality than you have as the president of a country goodbye",Positive,NA
"10407",  0," reflective of the day we actually had one",Neutral,NA
"10408",  5,"  mr president i would like to personally thank you for all you have done and all that you are trying to do please do not give up on us we have your back and will do all we can to help make america great again",Positive,NA
"10409",  0," so sanctions are in order",Neutral,NA
"10410", -1,"  impeachment is coming",Negative,NA
"10411",  3," for the love of god give it a rest",Positive,NA
"10412",  0," did you brief putin yet on her",Neutral,NA
"10413",  2," its our first presidents day without a legitimate president in office",Positive,NA
"10414",  4," this will be the best presidents day ever obama has definitely been the best president ever ",Positive,NA
"10415",  2," trump will never be half the woman oprah is she has bigger hands",Positive,NA
"10416",  1," resign and we will have a great presidents day",Positive,NA
"10417",  0,"  then do something the entire leadership of the fbi has to go fired them all now",Neutral,NA
"10418", -1," i dont think the general forgot to say anything  where are the sanctions on russia  where is your condemnation of russias interference",Negative,NA
"10419",  0," i get such a kick at reading liberal responses i really do",Neutral,NA
"10420",  1," have a great day  mrpresident",Positive,NA
"10421",  4," im reflecting on how after working all my life in human service that i am going to survive cuts in medicaid and social security that you have in your budget im reflecting on how russia bought our presidency as well",Positive,NA
"10422",  0," its not illegitimate presidents day  so no love for you russiancollusion traitortrump",Neutral,NA
"10423", -3," hey failure get yourself a mirror and look at yourself if anyone is insecure it is you you are nothing but a bully",Negative,NA
"10424", -1," um its presidents day tiny hands",Negative,NA
"10425",  1," ha ha  nobody likes you ",Positive,NA
"10426",  2," presidents day by trump best regards from switzerland ",Positive,NA
"10427",  0," after  year in office  out of  friends who voted for you say they regret it now",Neutral,NA
"10428",  2," you as well mr president",Positive,NA
"10429",  0," you may have used intimidation to think you won over hilary clinton but oprah wont be intimidated by your ignorance  your clear egotistical views are clouding your judgment  history will not be kind to you",Neutral,NA
"10430",  2," and what will you take away to pay for those tax cuts medicaid medicare social security",Positive,NA
"10431",  0," yes because the fbi only investigates one thing at a time ",Neutral,NA
"10432", -2," why you watching oprah i thought your first priority was school safety while you netflix and chill children are dying ",Negative,NA
"10433",  2," great day to you too thanks to you and flotus for being visible communicative and approachable on twitter it makes a difference for me to see",Positive,NA
"10434",  1," funny how youre not going to mention the shooter was a male white supremacist trump supporter with a history of abuse against women its almost like the hate youve promoted as been acted on again floridaschoolshooting",Positive,NA
"10435", -1," resign reflection done",Negative,NA
"10436", -2," your so desperate for followers that youre now scouring the hick racing crowd  lol   this tweet screams desperation",Negative,NA
"10437",  1," hahahahaha i may have already replied to this but its worth another read just to make sure you were actually criticizing oprah youre embarrassing",Positive,NA
"10438", -2," people still angry because black man obama let them down from day one remember trump millions people stand with you ",Negative,NA
"10439",  0," oh believe mewe are reflective",Neutral,NA
"10440",  1," i didnt think she was insecure at all  you understand that every time you tear someone apart that the rest of us see it as you deflecting right",Positive,NA
"10441",  2," reflect on what  the fact we have a donothing president in office one i am ashamed to even see making a speech on tv",Positive,NA
"10442",  2," yes were honoring real presidents like lincoln washington and obama certainly not you moron fakepresident lostthepopularvote notmypresident",Positive,NA
"10443", -3,"  once again trump has failed that test he even went so far as to exploit the tragic parkland fla school shooting which might have been prevented had the fbi heeded warnings about the troubled young perpetrator who killed  people",Negative,NA
"10444",  5," how about security at the doors of the schoolshe walked right inwith a big gunand he wasnt a current studenthavent heard anyone discussingsecuritygod bless and help you mr president",Positive,NA
"10445", -1," reflect on this you self serving putins bitch",Negative,NA
"10446", -1," one of the worst and most biased  ever  i usually make a point of watching this show  last nights show will make me rethink watching in the future",Negative,NA
"10447",  3,"  haha  insight  i thought you have access of latest and most accurate intelligence ",Positive,NA
"10448",  2," enjoy it while it lasts you wont be president for much longer",Positive,NA
"10449", -2," i watched that segment oprahnarrator with typical oprah charm not insecure questionsinvolved mostly the division between ideals held among participantsnot slanted nor biased all factual information correct and not false  youre either jealous or lying maybe both",Negative,NA
"10450", -2," i thought you said you dont have time to watch tv liar loser",Negative,NA
"10451",  1," really thats it are you golfing are you going to even think about being a decent human being who will do the right thing and ban assault rifles no probably not wow talk about being insecure and immature bashing people is the only thing you know how to do",Positive,NA
"10452", -1," trumpy fuck you",Negative,NA
"10453", -2," you wont be running in  youll be in jail after impeachment impeachtrump",Negative,NA
"10454",  0," we dont need more republicans we dont need more democrats we need more common sense brains in this nation oh and a lot more love",Neutral,NA
"10455",  0," also you should probably stop tweeting it exposes how insecure pathetic guilty and incompetent you really are just shut up it will do you good listen to your staff and attorneys they actually are more educated than you ",Neutral,NA
"10456", -1," wtf  your comment is totally incoherent",Negative,NA
"10457",  3," you lost the popular vote by  million votes  million to clinton and the rest to other candidates no wonder you are groveling to your base they are getting smaller or just stupider",Positive,NA
"10458", 11," dear president trump happy presidents day thank heavens we have you and our beautiful melania you are doing a great job thank you mr president",Positive,NA
"10459",  0," were all genuflecting towards  because we know you wont get another presidents day ",Neutral,NA
"10460", -1," oprahs insecure lmao",Negative,NA
"10461",  0," this guy is an idiot  you can have a great reflective day",Neutral,NA
"10462", -1," excuse me  you said you asked putin and he said he didnt do it and you believe him  if that isnt saying he didnt do it what is it  do yourself and us a favor resign",Negative,NA
"10463",  2," when this debates starts with oprahthen you will see what having the best words really meansexcitingyou definitely wont be able to keep up with heromg you will look so stupid",Positive,NA
"10464",  0," i hope you actually do your damn job instead of focusing on what other ppl are saying about you then maybe ppl wouldnt have shit to say",Neutral,NA
"10465", -1," reflect on this  is russian for collusion",Negative,NA
"10466",  0," you dont know what reflective means",Neutral,NA
"10467", -3," your aides wont tell you  but youve lost your mind  youre spiraling down deeper and deeper into madness mueller is coming for you",Negative,NA
"10468",  1," on presidents day we should remember that washington and lincoln often called us to prayer  community in mission  c ",Positive,NA
"10469", -1," its you against the world donald",Negative,NA
"10470", -2," ill be reflecting on how much i despise you",Negative,NA
"10471", -3," still putins puppet everyone read  to see what a puppet traitor he is",Negative,NA
"10472", -1," personally not celebrating the demise of our once revered office you are taint",Negative,NA
"10473",  2," oh you just confirm everyday that u dont know anythingthat  was withheld for arms sales to the shaw of iran  when he was overthrown we never gave them their arms that was their money which we held onto for  years good or bad not sure but obama was not paying terrorists",Positive,NA
"10474",  1," why are they special ",Positive,NA
"10475", -2," very sad that youre using this horrific event for your political gain youre very sad ",Negative,NA
"10476", -4," you said it was a hoax you said it was fake news you lied then you lie now you will lie tomorrow and every day after that you are a liar we know that even your sycophants know that",Negative,NA
"10477",  5," mr president i believe you will be the greatest president this country ever add you have a great day to",Positive,NA
"10478",  2," no you were the ultimate shthole candidate",Positive,NA
"10479",  2," do you think that anyone that dont support you that they just arent no good please quit talking about people on twitter it only hurts you more i know you depend on russia to help you in  but quit helping russia or move there",Positive,NA
"10480",  2," reflective of what the title president used to mean reflective of how the highest office in the us used to be respected and admired wonder how that position has fallen so lowthe first  were presidential and deserving of this day is a shit show and deserving of nothing",Positive,NA
"10481",  0," moroninchief idiotinchief toddlerinchief traitortrump putinspuppet putinspotus muellerindictments muelleriscoming muelleriscomingforyou ",Neutral,NA
"10482",  2," indeed they are laughing and you still refuse to enact sanctions they succeeded beyond their wildest dreams ending up with the ultimate puppet potus ",Positive,NA
"10483",  3," yeahpretty sure most of us will be reflecting on how a president should conduct themselves",Positive,NA
"10484",  0," tired of winning not yet ",Neutral,NA
"10485",  0," hey donaldurmomgaylol",Neutral,NA
"10486",  0," you do the same",Neutral,NA
"10487", -1," oh im reflecting man dont you worry youretheworstinhistory",Negative,NA
"10488",  2," great advice millions and millions of us are reflecting on ensuring that a bluewave cleans houseboth houses actuallycome november",Positive,NA
"10489",  3," heres hoping we have a real president to celebrate next year ",Positive,NA
"10490",  0," you were in bed with a porn star i didnt think you jump in bed with putin and betray your country",Neutral,NA
"10491", -1," im very disappointed that our president is using a time of tragedy and loss to bring up russia as a teen i should not have to be scared to school to school everyday my generation will be the one to take action and voice our opinions",Negative,NA
"10492", -1," hey donald dont you have some gun laws to sign",Negative,NA
"10493",  0,"  these are the moments that test a country and a president they call for bringing people together in a sense of national purpose against a common adversary",Neutral,NA
"10494", -1," oprah has too much class and dignity to respond to your childish rant shes laughing at you fool",Negative,NA
"10495", -1," that is all you had to do sad",Negative,NA
"10496", -1," were reflecting on russias interference and your unwillingness to accept it you are not fit youre performing at derilection of duty level traitor  go back to nyc youre out of your league this is grown up shit not suited for predators and man babies",Negative,NA
"10497",  6," president trump you have worked tirelessly you are the hardest working president ever the critics are either jealous or lazy congratulations president trump you have done more in one year than all the individual presidents did in their entire terms youre a gentleman",Positive,NA
"10498",  3," wish we had a president that had an ounce of dignity ",Positive,NA
"10499", -2," looks like you threw the snowflakes into a frenzy hahahaha its funny how they are all in cry mode your living in their heads and its is driving them crazy keep it up",Negative,NA
"10500",  0," hahahahaha how secure is stormy daniels ",Neutral,NA
"10501",  0," stuart smalley",Neutral,NA
"10502", -1," please do some selfreflecting too mr trump  and afterwards once you realize all the damage youve done to our nation please submit your resignation",Negative,NA
"10503", -2," getting smart is having you condemn their actions and ensure the country you are responsible for knows how outraged you are at the enemy unfortunately that is your puppet master putin show those taxes trumpy",Negative,NA
"10504", -1," the more he tweets the more im convinced hes guiltywell i was already convinced but his nervous twittertwat is concious eating at him ",Negative,NA
"10505",  0," another actor thinking  she is a know it all thought she was leaving the country  if he won lies just lies",Neutral,NA
"10506", -1," today i honor  presidents however not you  what an embarrassment you are  resign",Negative,NA
"10507", -4," ill be reflecting all day on how obama was the last legitimately elected president and how were now a rudderless laughingstock degraded every day by your clownish criminality bigotry and utter failure to lead resign",Negative,NA
"10508",  4," president trump please tell jeff sessions he is the attorney general",Positive,NA
"10509",  1," as i reflect i think of what a shite president youve been impotus",Positive,NA
"10510", -1," how about you make presidents day something special do what you keep saying no one else hasreform your gun lawsthen resign",Negative,NA
"10511",  0," what exactly are you reflecting on don we know your fat ass will be planted in front of the tv watching ",Neutral,NA
"10512", -2," you are an ass with small hands",Negative,NA
"10513", -1," you would know about insecure",Negative,NA
"10514",  1," keep saying that   maybe people will believe you",Positive,NA
"10515", -1," you are a horrible human being",Negative,NA
"10516", -1," do not blame the victims ever",Negative,NA
"10517",  1," nobody comes to trump parades ",Positive,NA
"10518",  2,"  right in my neighborhoodnever could of imagined terriblehappy presidents day mr president",Positive,NA
"10519", -2," after weeks of trying to kiss the ass of black voters after we defeated your pedophile friend roy moorenow you come after oprah cant wait for the midterms ",Negative,NA
"10520",  0," the only one that needs to reflect is you ",Neutral,NA
"10521", -1," yes lets reflect on how the heck we as a country lost our minds and let you be president",Negative,NA
"10522",  2," instead of shaming theses agencies why arent you looking at their resources making sure they have funding and pple to investigate why are you throwing your own governmental agencies under the bus and publicly nonetheless you should be ashamed",Positive,NA
"10523", -3," out of every president youre the worst the most petulant the biggest liar the most untrustworthy the most investigated the most corrupt so today ill celebrate our real presidents  not you a life long conman  fraud  youre the worst  thats nothing to celebrate",Negative,NA
"10524",  1," mr president thankyou for working so hard and so bravely",Positive,NA
"10525",  1," hey  its just too bad that a you have no idea what reflective means and b too bad we dont have a president in office that we can celebrate this day",Positive,NA
"10526",  2," happy presidents day madame president ",Positive,NA
"10527",  3," my president trump is the best",Positive,NA
"10528",  0," fakepresident fakepresident russianindictments russianpuppet ",Neutral,NA
"10529",  1," why tweet about it youre no president",Positive,NA
"10530", -1," youre already white trash so not much insults left to hurl at ya ",Negative,NA
"10531", 10," very reflective im going to go with a different r word im going to reminisce about the good old days when a president even a shit one acted like a president and not an adolescent with add how about when we were pretty sure russia didnt help elect our president ",Positive,NA
"10532", -2," hahahahahahahahaha you are literally the most insecure manbaby who has to discreditshame anyone who disagrees with you fuckyou insecurehypocrite",Negative,NA
"10533",  0," you dont get a car",Neutral,NA
"10534",  2," you have already succeeded my expiations respect too you dt on this presidentsday",Positive,NA
"10535",  5," dear donald every topic you touched became a huge success try the real big issues free medicare  basic income for all disarming all people open all military bases for the private space industry remember youve got the midas touch everything you touch is turned to gold",Positive,NA
"10536",  0," this is a combination of washington and lincolns birthdays you sanctimonious corpulent chancroid  its not about you  perhaps youd better reflect on the fact that youre a complete waste of space who will be pushed out of office when mueller comes knocking",Neutral,NA
"10537", -1," very sad that you still havent replaced and added new santions on russia stop trashing the fbi their training is intense and some are away from their loved ones for months at a time at great risk to themselves you a draft dodger and a coward",Negative,NA
"10538",  0," screw youu never will b the prez that everyone wantsyou u really suck",Neutral,NA
"10539",  3," i hope you have a fantastic day yourself mr president maga",Positive,NA
"10540",  2," i dont mind that you made yourself a laughing stock but your inability to manage embarrasses the us  nixon had more respect",Positive,NA
"10541", -2," im reflecting on why so many people voted for your dumb ass",Negative,NA
"10542",  1," um no beyond horrible hillary was the great candidate",Positive,NA
"10543",  1," heres an actual qualified presidential person instead were stuck with you a clownish troll who talks like a third grader and has absolutely zero ability to lead its a sad day when we realize how much damage youve done to this country  its reputation in so little time ",Positive,NA
"10544",  1," the money was irans",Positive,NA
"10545",  6," thank you president trump for moving the country back towards prosperity and values  and for putting the american people first",Positive,NA
"10546",  0," go back to moscow",Neutral,NA
"10547",  0," reflect on february th  parkland high school",Neutral,NA
"10548",  1," i will not observe presidents day until you and your administration are out of power",Positive,NA
"10549",  0," spinoprahspin",Neutral,NA
"10550",  3," hi to your honnors i have discovering what had happen to this mister carter of jim carters familly here is me that want to have is good deliver today about this story of the moon visitors fbi and rcmp on the buisness and me of course shall the voice of god guide you to me",Positive,NA
"10551",  1," its sad that your false presidency has derailed our fbi from protecting our country to having to investigate your dumbass ",Positive,NA
"10552",  0," sitting around watching tv what a shocker",Neutral,NA
"10553",  1," oprah is richer than you",Positive,NA
"10554", -2," yep well your insecurity caused you to cheat on your wife so at this point if she did  run ill bet melaniatrump would vote for her",Negative,NA
"10555",  1," i hope youre enjoying your slow walk to jail you and your gop swamprats will all be wearing orange coveralls soon",Positive,NA
"10556",  1," your rt but when pres obama  tried they pushed against  him like they will do you",Positive,NA
"10557", -2," shed demolish you and you know it",Negative,NA
"10558",  4," ok mr president this is honorable  please bring the clintons to justice and show them that they are not above the law",Positive,NA
"10559",  2," i hope you do some unselfish reflection yourself",Positive,NA
"10560", -1," way to go insult oprah and american icon  your jealousy is astounding",Negative,NA
"10561",  0," never ",Neutral,NA
"10562",  0," yes the conservatives on the panel definitely got the facts wrong",Neutral,NA
"10563", -2," putz dont worry about whos running youll be in jail soon",Negative,NA
"10564", -1," very sad that you are the president what a despicable person you are",Negative,NA
"10565",  3," like you know what a reflective day is hint  find a church go inside fall on your knees pray for wisdom  stay for an hour in complete silence  repeat everyday  do this instead of tweeting",Positive,NA
"10566",  0," nah",Neutral,NA
"10567",  1," thank you for came to my county",Positive,NA
"10568",  0," oh we are obamaisstillmyprez yourefake fakepresident",Neutral,NA
"10569",  1," make it really hard  buy ar but there are millions already out there its more important to monitor social media have fbi get into chat rooms etc isis uses smedia shooters use smedia  give sheriffs ability to bakeract mental people",Positive,NA
"10570", -1," sir ive reflected and still think you are the worst president ever and an even worse human being sad please resign",Negative,NA
"10571",  2," while i havent watched the interview one thing i do know trump does not understand facts  he doesnt know what a fact is he doesnt know what it means and he certainly cannot recognize when he needs to act on one",Positive,NA
"10572",  1," we are reflecting on just how much youve befouled the office of the presidency the stench of which will linger for a generation or more",Positive,NA
"10573",  3," hope your day is awesome sir ",Positive,NA
"10574",  3," happy presidents day mr president thank you",Positive,NA
"10575", -2," ill be reflecting on the greatness of the american experiment until it failed on november   ill be reflecting that without russian interference wed have a real president today instead of a traitor resignnow",Negative,NA
"10576", -2," now even children hate you  it is am embarrassment to have you hold that office resign",Negative,NA
"10577",  0," all mammon",Neutral,NA
"10578",  1," right back atcha dotard",Positive,NA
"10579", -2," reflecting how dumb people were to vote for such a asshole ",Negative,NA
"10580", -3," you are a vile disgusting piece of human excrement and oprah does more good for this country as a private citizen than you ever thought of indictment loser impeachnow",Negative,NA
"10581", -5," says the idiot who rescinded the clause to prevent mentally unstable people from getting guns this is on you and we know it you cant finger point away every single asinine aspect of your life and blame anyone you choose youre pathetic",Negative,NA
"10582", -1," get over yourself youre a disgusting president and youre a disgusting human being get over yourself",Negative,NA
"10583",  0," general mcmaster did not forget he knew exactly what he was saying and what he chose not to say",Neutral,NA
"10584", -5," your assholiness ive never for a second thought of  as insecure ive thought that about you  im also certain you are mentally disturbed paranoid psychotic uneducated who wrote your college papers for you  suffer from your daddys alzheimers thamendmentnow",Negative,NA
"10585",  1," so much love",Positive,NA
"10586",  0," got nothing to do but watch tv",Neutral,NA
"10587", -2," maybe you could spend the day reflecting on why you rating is at an all time low",Negative,NA
"10588",  1," yes it will be very reflective ",Positive,NA
