Sentiment_Score,Tweets,Sentiment_level.score
0, trumpisaracist,Neutral
3, it would be great if trump actually wrote tweets like this  the odds he wrote it himself ,Positive
1, how about just shut it you do not care about any ppl of color so dont even pretend any if this matters to you gfy,Positive
0, remember when the justice department sued you for discrimination i think you missed the point of the civil rights movement,Neutral
2, you dont drink so are you popping pills or something sure sounds like it slurring leaning on the podium like youre about to fall over too many prozac valium,Positive
-4, never forget trumps war of words with black athletes ,Negative
-7, liar thief all over criminal who wants old ladies to starve and freeze to death you asshole,Negative
1,   pl help aa community as much as you can inner cities drug violence education are some of the areas that can be made better it takes time but needs to be taken care of remember what you said what do you have to lose ,Positive
2, and yet your daily attacks on the first black president continues thats cowardly you knew damm well he will honer the unwriten rule of office to not talk about the president thats you,Positive
0, bullsit,Neutral
-2, obviously someone wrote that for you  moron,Negative
2, you are so full of the proverbial,Positive
2, r u including your kkk friends in this tweet,Positive
-5, you dont care about african americans you are a racist bigot and pathetic liar resign,Negative
1, for pitys sake give him his phone back this stuff is no fun,Positive
0, sweet jesus shut the fuck up and stop tweeting you orange cuntface,Neutral
2, dont trust a damn thing they say like   is pure anti trump propaganda,Positive
-1, two weeks too late,Negative
-1, war bob marley ,Negative
0, but     what about those shthole countries,Neutral
-2, oh give me a break bigot,Negative
2, donald you ran a campaign that the first black president barack obama was illegitimateand your followers called his bride  americas first lady an ape without your condemnationwe the people consider you an embarrassment  racistjohn learn to live it,Positive
-1, like the ones that sued you and your dad for refusing to rent to them,Negative
-4, you didnt author this tweet  how about apologizing for being a racist asshole when you wouldnt rent to poc and went to court over your racist law breaking resign,Negative
-2, how stupid do you think we are  you are nothing but a hater,Negative
-5, are you kids me your saying something good about people of color we all know youre a racist pig so just stop with the fake tweets like you give a damn about anyone but youre own ass jerkoff moron cheater scammer liar,Negative
-1, way to late,Negative
1, pure phoney baloney,Positive
0, puke,Neutral
1, i didnt know the russians celebrated this ,Positive
1, youre such a phony you have no respect for anyone except your cronies with money  trumpilina you shamed america ,Positive
-6, which ones those sons of bitches in the nfl the ones who filed complaints about your companys discrimination against people of color those pesky black lives matter folks those thugs you refer to these are heroes and you insult themthere is a whole lot of irony here,Negative
-2, no need to put out these false platitudes  you are a racist and everyone knows it,Negative
-1, why would any african american be a party to this travesty who are these people,Negative
0, did you see frederick douglass today,Neutral
0, wheres my african american,Neutral
-5, your drivel bores me  billion american tax dollars for your wall you lying dotardwhere are your tax returnsdonnydotard,Negative
-1, think anyone believes your rhetoric,Negative
-1, man you dont give a fuck,Negative
0, whos got your phonecause we all know this isnt you tweetingyour the biggest rascist to ever darken the white house steps ,Neutral
0, yeah like you really tweeted this with your puny orange finger you dont believe one word of it you hypocrite,Neutral
1, your wife looks happy not payoffapornstar,Positive
1, nice try dumbo,Positive
2, as fun as your tweets are i much prefer it when others write them so much more thoughtful and considered leave it too them,Positive
-2, time to stand up to the nra donnie boy shootings are out of hand at school impeach,Negative
0, takeaknee,Neutral
-3, black history month is half over  and the best iq can do is a halfhearted tweet that was obviously written by a staffer         resist ,Negative
-1, prison,Negative
1, a well written teeet does not change the character of a man  thedroningpool,Positive
-2, idk who tweeted this but it sure as hell wasnt the racist monster in the wh ,Negative
-1, the democrats hate it,Negative
3, omg why do african americans continue to go to the  knowing its full of bigots  racists making fun of them ,Positive
1, is this a joke celebrate civil rights movement while never apologizing for the central park incident and then criticizing black athletes protesting for rights,Positive
0, youve got to be kidding,Neutral
1, trump ka so baqin mutum kaji dadin duniya,Positive
0, who hacked your twitter account,Neutral
-1, you stinking racistwhat would you know about african american history monthyou dont even read you asshole,Negative
-3, roses are redviolets are blueyou make theworld less safei cant wait untilwe impeach youvalentinesday,Negative
2, get real  you refer today to peaceful black protesters as sons of bitches  had you been president in the s and s you no doubt would have said far worse  and your attorney general would hve fought them tooth and nail,Positive
0, so who wrote this for you,Neutral
-2, you racist hypocrite gfy,Negative
0, wow from a racist,Neutral
0, did you just proclaim something that was already proclaimed didnt you proclaim it last year wtf does this mean  moroninchief,Neutral
-8, you fucking orange hypocrite  how dare you say these words when you are biggest asshole racist in the usa  your wife should dump your fat ass ,Negative
-1, melania looks like shed rather be anywhere but next to you posprez unfaithful,Negative
3, your appointee who gives speeches to david duke and others is also part of putinsagenda as described by assange whom you sent rorhrbacher to visit and attempt to appoint him as an ambassador ,Positive
0, eat shit and die fuckface trump,Neutral
-3, youre such a liar you could care less about the african american struggles in the us if you cared you would have understood colin and spoke in favor of his efforts you chose to divide us hypocrite,Negative
2, name two civil rights heroes,Positive
-1, trump  too little to late,Negative
0,  we as americans think youre racist trump the dump so save it,Neutral
0, who wrote this ,Neutral
-2, how dare you you racist bastard,Negative
8, you are such a wonderful kind giving person i hope more people will wake up and see how lucky we are to have you as our president so many thank ,Positive
-2, your policies dont match your words hypocrite,Negative
0, f u,Neutral
1, lol you didnt write this too many big words spelled right its obvious,Positive
3, you have no right to celebrate this any more than to celebrate women rights you and the  are racists wife beaters sexists,Positive
1,  talk the talkcant walk the walk,Positive
3, the new polish party supports the policy of donald j trumpits worth watchingruchlistopada ,Positive
2, big deal multitude of citizens did not get acclaim for us,Positive
-2,  words  the central park fivefuck off hypocrite           ,Negative
0, you cannot reconcile this tweet with your many sides views you cannot live a life of bigotry and racism then expect anyone to take this tweet seriously,Neutral
0, aw shaddup,Neutral
0, like you give a fuck about african people shithole countries,Neutral
1, you finally got a new africanamericantwo week rental im guessing,Positive
0, and to think you wouldnt rent to african americans when you had the chance ,Neutral
-1, you racist,Negative
2, stop calling them african americans if you were born here your american if they want to be both then get these hoe out of my countrythere  thats against my religion jesusifearians the truth of christianityyou of many masters will end up in ,Positive
-1, same peeps that come from shit holes countrys your honoring them you hypocrite racist white supremacist,Negative
2, did you remember to invite   what about your buddy  ,Positive
-1, unless youre announcing your own and your administrations resignation please dont speak,Negative
1, says the man whose ok with white supremacists ,Positive
2, im assuming diamond and silk were in attendance  ,Positive
1, no matter what the president does you libtards will cry how about yall get a job or leave the country as you said you would,Positive
0, who wrote this bc it was not you,Neutral
0, another great story the good news is out in front the issue is world news does not want to report it instead run fake news,Neutral
-3, where justice is denied where poverty is enforced where ignorance prevails and where any one class is made to feel that society is an organized conspiracy to oppress rob and degrade them neither persons nor property will be safe  frederick douglass,Negative
5, bravo president donald j trump you continue your mission to make america great again unyielding to the lies opposition  degradation thrown at you by democratic mainstream media thank you for your faith in god  us the american people godblessamerica maga trumptrain,Positive
2, what the hell does trump know about civil rights ,Positive
0, you did not write this big words full sentences,Neutral
0, soon as you get done praising them you can get back to meanmouthing them and all the other nonwhites that  and  are looking to deport back to their ancestral lands of course slovenian strippers are exempt,Neutral
-2, actions speak louder than words racistinchief,Negative
-1, trust meyou cheeto dont believe you  your words mean nothing,Negative
-2, youre a shithole liar  should resign immediately,Negative
1, love you daddy,Positive
4, finally something trump states that i can applaud now if only his words matched his actions oh well miracles do happen,Positive
0, yes maga,Neutral
1, like you caremr racistdent,Positive
0, face palm wtf is really goin on so arrogant to do something like this hes st on any race not white since being in office played golf on martin luther kings dayjust proves he can keep getting away with being a disrespectful pospotus were all screwed ,Neutral
0,  lol theres no way you wrote this,Neutral
1, heroes of the civil rights movement include athletes who kneel in protest of police killing young black menoh wait someone else tweeted this for you  you twit,Positive
-1, another gun shooting in america  thanks for nothing trump ,Negative
0, once again we have a huge schoolshotingand your lack of guts to stop it are giantshootingflorida,Neutral
3, what a photo op    im surprised he didnt bring out his paid for support team diamond and silk,Positive
-1, youre racist so who wrote this for you ,Negative
0, my president  cant wait for four more years,Neutral
0, when was this video taken,Neutral
-6, keep your lying fake ass words of gratitude and whatever else you have to spew out of that mouth of yourswe do not need anything from you except your resignation you dont know anything about your white history now how would you know anything about black history,Negative
0, i would give you more respect if you didnt come out there and pretend to even care about blacks much less minorities all together you dont like nor want any of us around you but the sad part is most of feel the same about you and we shouldnt feel that way but we do,Neutral
1, i bet you cannot name three civil rights activists without asking for help  you are such a hypocrite and loser,Positive
0, you and your neonazi supporters tell me how the black panther movie is i want an unbiased opinion,Neutral
3, kaboomstormy daniels now says that she is ready to spill the beans on her affair with president trumpwhybecause michael cohen has just breached the contract with her by revealing that it existed yesterdaywow,Positive
2, you really and totally sound stoned not to mention it looks like youre holding on to that podium for dear life  ,Positive
-1, there are no errors with this i dont believe you typed it,Negative
0, freakin joke,Neutral
0, no way did you type this ,Neutral
0, your wife never smiles  she is so dam unhappy,Neutral
0, and the american carnage continues even though you promised this would end on day  of your presidencysave your fucking prayers  you own this,Neutral
3,  so the only reason is to counter session full out racist comments inspired you how traitortrump does it inspire you to be more racist after reading assanges pm to eric and don jr guess that is it to be more racist,Positive
-1, no way in hell you wrote this,Negative
0, we think you all,Neutral
1, and we should all get together and make a donation to mercyship,Positive
0, you didnt write this did you if you in fact did why wait until mid monthexecutive time must be really occupying all your time between eating fox and friends and nappingworstpresidentever liarliarpantsonfire blackhistorymonth moroninchief,Neutral
2,  give it a rest no one believes you are remotely sincere about anything you say it is all self serving others that should be ashamed are your props that supposedly represent the black community no respectable black person on america would participate and endorse you,Positive
0, who wrote that for you dotard,Neutral
0, another school shooting nice,Neutral
-1, does anyone find this hypocritical,Negative
0, this is laughable coming from somebody that claims neonazis and skinheads are good people,Neutral
0, you didnt write that tweet,Neutral
-3, i know it probably doesnt matter but i seriously doubt if you care at all idiot,Negative
-2, nobody believes you you hate people of color and people of color hates you some whites too,Negative
4, the plight of african americans has not changed   in regard for them still to this very  day the majority of whom occupy public housing a culture change has  produced little benefit,Positive
-5,  to bad   refused to cover that great speech live only shown on   presstittutes  trumphate media cant show anything that busts their narrative of racist racist racist that never existed except in their feeble fictional fakenews,Negative
-1, too bad hes reading someone elses words still the message is on point,Negative
1, its funny how all these negative tweets seem well organized,Positive
4, sir this such an amazing thing coming from you am happy that you recognize the sufferings and pains if the afro american in the time past but must learn to used as an agent of hope and relieve to their children and not the other way round,Positive
0, the orange asshat did not compose this,Neutral
1, trump is an asshole at his best,Positive
-2, youre a lying son of a bitch,Negative
1, happy valentines day ,Positive
0, hu,Neutral
0,  barackobama shows michelleobama some valentinesday lovelove is in the air for the former president and first ladytheresistance resist bluetsunami bluewave fbr,Neutral
0, fuckyou,Neutral
-1, why dont you do something about judges making unconstitutional rulings  end it once and for all ,Negative
0, who wrote this i know damn well you didnt,Neutral
-1, and i bet the stuck in his crow,Negative
5, i know you didnt write this tweet courage and sacrifice arent in your limited vocabulary you might want to give your pal frederick douglass a call  he celebrated his birthday on feb  as he was born into slavery and wasnt worth documenting his actual birth,Positive
-2, since whenyour post is disingenuous as you are racistand a kkk supporter stop with the liesyour trying to garner more supportand then you stab them in the backyour never true to your wordsliarandcheat worstpresidentever,Negative
1, theres your typical standard annual black history month stock response probably logged away in the library of congress archives oooo i almost forgot to ask yo donny baby nothing great about africanamericans didnt hear you use that word memory lapse or wrong color skin,Positive
1, this would mean so much more from someone without a yuge track record of overt racism did you invite your  nonracist friends to celebrate donniejohnniepsychward alertthepsychwardstaff,Positive
0, bahahahaha is today april fools come on now gtfo,Neutral
-2, birther my africanamerican the central park five housing discrimination shithole countries insulted black military widow  called her a liar called peacefully protesting nfl players sobs supported white supremacists in charlottesville but yeah nice tweet racist,Negative
-1, you are a joke a really bad joke,Negative
-2, very moving donaldtoo bad you dont believe any of these words attributed to you and written by staffer in charge of insincere oval office pr,Negative
0, dont forget to thank ,Neutral
-6, go lie down you lying racist treasonous cheating bald dotard,Negative
-1, says the most racist man ever ,Negative
3, what  youre a hypocrite  we havent forgotten the white supremacist  neo nazis in charlottesville carrying signs saying and them chanting heil trump and you calling them very fine people the heros of the civil rights movement would scorn you,Positive
1, are you watching the incident right now in a florida school when you are going to start talking about gun control not even a letter from a child got you talking to solve this problem in the us,Positive
0, action speaks muchwords are phony,Neutral
0,  no matter how much you kiss their asses  of black people will always hate you,Neutral
0, oh please dont,Neutral
-1, i got three words for you centralparkfive,Negative
-4, the gall you are a racist and you pretend for political reasons to be with blacks you are pathetic,Negative
-2, you lying racist pos  you dont care about people of color  ,Negative
-2, what a disingenuous twat you are little cadet bone spurs,Negative
-2, compulsive liar,Negative
-2, we also need to recognize the american indians that sacrificed so much more,Negative
0, did you meet with frederick douglass,Neutral
6, to make america great again theres several key factors involved one of its strong currency to have allies of friends and a great infrastructure lets keep the economy moving forward heres some stock tips of the todaymara aktxtopsadmp,Positive
2, no way you wrote that stable genius,Positive
-2, youre so disgusting and fake ,Negative
-1, i find months based on racial identity disgusting,Negative
-2, huh then why is it that you constantly disrespect african american senators and congressmanwomen i have an idea because youre actually fill of shit and a raging racistfucktrumpfakewellwishesmuelleriscomingalthough not fast enoughindictment abluetsunami,Negative
1, that right,Positive
-1, today we celebrate the industrial scale level of murder rape  robbery committed by blacks against whites ,Negative
-2, i need my toilet washed,Negative
-3, just curious who wrote that tweet for you you called black nfl players sobs and african countries sholes and were suppose to believe you yet you refuse to condemn white supremest and rob porter what a hypocrite when can we expect mexicos first payment for wall,Negative
2, you just never cease to amaze i question your mental state there is definitely something missing there each time the gear reaches that chain link scary,Positive
1, beautiful blackhistorymonth,Positive
-3, youre a fat racist bigot and could give two shits about blackhistorymonth some little elf told u itd be good for your image to say that u,Negative
2,  in the eyes of god   nobody has more respect for women than me   if youre a star you can do anything grab em by the pussy,Positive
4, i feel like ivanka just explained the civil rights movement to you this morningusing emojis,Positive
1, now this is fakenews the sane people know exactly what you think of colored people,Positive
0, ha ha your going down with your affair if your wife is smart she will dumb you,Neutral
-2, both sides potus is a liar and a traitor trumprussia,Negative
-2, u r a racist asshole,Negative
1, oh come on donaldlike you could give a damn about the civil rights movement  remember this photo ,Positive
0, all the while you say some white supremacists are wonderful people  but whatever i mean youve never said or did anything racist racist right,Neutral
0,  there is no way you wrote this no way,Neutral
0, oh please enough with that crap  time for them all to move on,Neutral
2, it would be better if youd just stfu,Positive
0, gop traitors ,Neutral
-1, you are a garbage human being,Negative
-2, trump the lying racist hypocrite,Negative
2, all except   after seeing the way he behaves  im sure he just cried until he got his way ,Positive
-1, who decorated that room  its hideous,Negative
-2, you mean the ones that came here from shithole countries loser ,Negative
-7, impeach trump impeachyouyouyou trump is a racist sexist liar  resign resign impeachyouyouyou resign resign trump is a racist sexist sexist racist sexist liar ,Negative
-2, we will not be fooled by these fake remarks you are a known bigot nazi  the primary goal of your bigot nazi base is to rid america of all nonwhites ,Negative
0, have a party for all of them in your administration sponsored by backwoods be a hell of a soire ben carson standing around doing shitty magic tricks for himself,Neutral
1, the sense have heard so far by you,Positive
6, god bless the united states and our president thank you father for covering our nation with your grace,Positive
-1, why do you call black men who have been here for generations an african american and not simply an american  do we call white men european americans scottish americans or german americans  if you dont want to be called a racist then dont keep highlighting differences,Negative
1, now maybe they can stop referring to themselves are african american and just refer to themselves as american or we can continue down the marxist liberal path of separatism,Positive
1, racists dont have the right to act like they care about african american history month where are the russiansanctions congress voted on,Positive
8, best president in many years to all americans  finally a president to give us hope  not a handout  president trumpmaking america strong  great againone day at a time,Positive
5, i wish you didnt sound like a robot spouting platitudes and i wish you were capable of human emotions and empathy,Positive
0, delete,Neutral
3, youre still under investigation those best people youve been hiring are leaving in droves and hillary was still first choice of most american voters forever president with an asterisk ,Positive
1, gutsy move i really dont think your base is gonna like you pretending to like black people,Positive
-3, impeach this corrupt racist ,Negative
2,  is an africanamerican who made extraordinary contributions to our nation and he has over  k likes on his valentines day tweet with   ,Positive
-2, fuck you pig,Negative
0,  so who the hell wrote this deffo not trump no caps or exclamation points,Neutral
0, jesus christ youre full of shit,Neutral
-2, impeach this traitor ,Negative
0, i want a national native american month please,Neutral
-3, have you apologized to all the black people you and your father hurt by not renting apartments to them after all youre racist af,Negative
0, all equal unless were from a shithole country of course,Neutral
1, boy its really clear when you are out of your element and have trouble even reading the teleprompter,Positive
1, name one black pioneer just one,Positive
3, heroes of the civil rights movement like rep john lewis right,Positive
0, shithole ,Neutral
3, just curious how many heroes of the civil rights movement you could actually name or whose names you would even recognize sad,Positive
-3, fuck you and your stupid photo op you said that some nazis were very fine people all nazis are badwhy does that even need to be said you cannot erase a lifetime of bigotry in  days racistinchief fudjt fakepresident,Negative
-1,  black people were smart enough to not be conned by this reprehensible jerk and voted accordingly,Negative
3,  like frederick douglas who is doing some wonderful work,Positive
0, russian sanctions,Neutral
3, we all know that  supports the altright movement instead of the civil rights movement nicetry,Positive
-1, you mean the people who come from shithole countries the ones you dont want in america,Negative
3, i did nazi this tweet coming from youare you a klandestined civil rights supporter,Positive
-2,  did u play with the dead rat on his head share with  fucktrump racist russianstooge,Negative
0, oh,Neutral
1, so sad that my best friend frederick douglas could not be here today blackhistorymonth,Positive
-2, racist pig trumpracist veryfinepeople,Negative
0, trump racist ,Neutral
0,  who wrote this  not donald,Neutral
3, great do you still think frederickdouglass is doing a great job this year,Positive
0, i do not believe you,Neutral
0, whats thats he mean by they contribute to our nationis it not their nation,Neutral
2, its about time you honor their contributions to our society and dont stop there same goes for all immigrants that bring diversity and culture to our nation,Positive
-1, lol youre the worst,Negative
0, oh please we know who your mommy and daddy were,Neutral
0, how awkward was that you old white fart,Neutral
1, melina looks pretty haggard not a great day for her,Positive
1, who tweeted this  definitely not trump,Positive
-1, hey dumbshit you know you are a fucking hypocrite  right,Negative
-2, racist pig,Negative
0, which you dont know what any of that means you are there for show,Neutral
-1, man fuck them coons,Negative
-1, trump is a racist pig ,Negative
1, repeal lautenberg keep your promise,Positive
1, well we all know you didnt write this so now tell us how you really feel,Positive
0, now i know some adult has his phone,Neutral
0, today we celebrate the destruction by blacks of our inner cities built by whites,Neutral
0, you dont even care about people of color hypocrite even my boss thinks youre a total dick panderer,Neutral
-1, your actions do not equal your words you did not write this no,Negative
-1,  so make a law to stop cities and states from removing statues plaques and renaming streets etc its getting ridiculous you cant change history by doing this,Negative
-2, shove it up your ass,Negative
0, given you are a white supremacist amongst other abhorrent things  typing that tweet must have been incredibly painful for you,Neutral
-1,  maybe you should apply these words you spoke to the very things you say and do are they in line sir i would venture to say  not,Negative
3, how dare you say you are inspired by civil rights leaders i can only imagine what you think africanamerican contributions are to america,Positive
-2, hypocritical racist  trumptreason,Negative
1, this was hard for you good effort,Positive
2, if that is sincere i applaud today i saw a photograph of you with  hooded kkk though care to comment ,Positive
0, i understand frederick douglass was a no showhad a conflict with a dental appointmentroot canal if i heard correctly ,Neutral
1, like you wrote that yourself,Positive
-3, seriously dude could you be more insincere we see you we hear you we despise you,Negative
-2,  you hypocritical bastard,Negative
-2, hypocrite now you ttalking nice about them after talking mad shit about african american,Negative
1, you wouldnt recognize a civil right if it hit you square between the eyes ,Positive
2, this is churpfly and j buss los angeles rappers your doing well,Positive
1, well we know you didnt write that,Positive
-1, you racist how you talk bout african american really,Negative
0, this is not you at all and everyone knows it,Neutral
-3, you you trying to fool you bigot,Negative
2,  recognize that taking a knee is about drawing attention to the lack of justice for blacks and not a protest of our flag or national anthem  we all want america to live up to the values and ethics of our constitution and the words in our anthem demand equal justice for all,Positive
-4, its too bad the black caucus is partisan and doesnt care about its constituents  they are making a mockery of those who came before them and blazed a trail for blacks,Negative
0, eye roll,Neutral
-1, melania looks totally bewildered,Negative
1, do you know who frederick douglas was yet  im sure he would want you to show us your taxes,Positive
-2,  bigot racist magat maga,Negative
-2, go fuck yourself bigot,Negative
0, he didnt write this,Neutral
1,  i dont believe a word that comes out of your mouth ,Positive
0,  stop the hyphenated american titles unless a person has dual citizenship there should only be american in the titleproudamerican hyphenlessenstheamericantitle,Neutral
3, why dont you mention any famous persons of color by name well i assume that a bigot like potus doesnt know the names of people for whom he has no respect ,Positive
-2,  bull shit you racist ass buffoon,Negative
0, treasonweasel dotard muelleriscoming ,Neutral
2,  you look like you have to pee while standing behind that podium  melania looks like she wants to be anywhere else than beside you  you are a pathological liar trumpisawhitesupremacist,Positive
5, today we honor two courageous women who through unimaginable sacrifice have furthered race relations in our country while lining my pockets and theirs let us celebrate the historic contributions of diamond and silk,Positive
1, melania doesnt look very happy,Positive
-1, racist pos ,Negative
0,  sounds good  you dont mean it tho,Neutral
0, hahahahaha,Neutral
0, these fine people who you want to cut snap from along with millions of other americans so they get mres youre disgusting,Neutral
2, in your opinion is there any situation where a video of you isnt the correct response asking for a friend clownshoes,Positive
-1, serious,Negative
0, someone must have written that for you,Neutral
0, what did melania get you for valentines day,Neutral
1, i love how easy it is to spot a tweet not written by you  ,Positive
1, not written by trump,Positive
2, its like a statement from the onion,Positive
0, someone has taken control of trumps tweets,Neutral
0, fuckingmoron,Neutral
-2, look at tubby come waddling into that room wheezing and stroking out as he spits  sacrifice into that scared microphone,Negative
-1, yeah right youre the biggest racist of them all dont bs its not your style,Negative
1, like omarosa,Positive
0, youre so fos,Neutral
1, means nothing coming from a known  avowed white supremacist you have history con mangfy,Positive
-1, please you dont give two shits about americas black communities,Negative
1,  sir with all due respect not trying to criticize but wouldnt it be more proper to call these people black americans seeing how they defended us during the civil war they defended us in every war that we have and so much more,Positive
2, i wonder if you even knew some staffer sent this out,Positive
-1, says the biggest racist of all what a joke,Negative
0, to all president trump hatersi pity your hateful life,Neutral
0, ttc c cgxyf,Neutral
0, your sincerity is over whelming you disingenuous putz pleasestoplyingtousyougiantasshat,Neutral
-1, screw you you bigot,Negative
-1, for once we agree this in no way  includes you so stop crowing about black unemployment rate at all time low since you and your dad wouldnt rent to the blacks,Negative
1, we dont celebrate anything with you,Positive
-6, oh shut the fuck up you dont give a shit about any minority groups youd evict them all from your dump ass buildings,Negative
0, ummm its february th shouldnt this have been talked about  weeks ago,Neutral
1, stfu  and you will be impeached,Positive
-4, wow really after u call african countries shitholes u are the image of hypocrisy no one can take u seriously we know u dont mean it u racist pig,Negative
-1, did someone remind you we were half way through black history month,Negative
4, a job application still has a race choice box and a other but no american box if the choice does not matter why is it even on there i been turned away for being white with umm excuses umm sorry umm contact hr no call backs,Positive
6, thank you african americans let me thank you by slashing medicaid and other welfare programs you rely on oh and those food stamps you need to be able to feed your kids were going to replace those with a box of food that tastes like cardboard you can thank me later,Positive
-3,  racist hypocrite  what kind of people would show up for this morons racist fake celebration ,Negative
-3, youre a racist lying douchebag,Negative
-1, shut your lying disengenuos mouth racistinchief  ,Negative
3, honestly donald you gave two shits about civil rights movement you and your father took advantage of people of colorso stop the bullshit you just say what you think is good the time your words mean nothingresist ,Positive
-2, thats a lot of words for a little boy to write did your mommy help you,Negative
-3, youre an idiot we know youre a racist we want you gone resign,Negative
0, chump got a new scriptwriter,Neutral
0, such a hypocritical speechlol cops are laughing on his drama such a great actor,Neutral
-1, this is just lip service from you  your record with africanamericans is dismal and a disgrace for this country,Negative
-1, then stop shtting on them ass,Negative
3, well done wh staffer  well done  come all we all know don can barely spell his name,Positive
1, right white supremacist racist terrorist leader,Positive
1, love this,Positive
2, you are a rasist and you of all people know it you are a dispicable man and dont deserve to be treated any better,Positive
-1, and please remember who asked what have you got to lose and think about the last year he has been in office,Negative
0, u talking about race ,Neutral
0, you did not write thisyou are the biggest hypocriteget out of our whpig,Neutral
0, who wrote this it certainly was not you,Neutral
0, donnie didnt write this  its got a hyperlink in it,Neutral
-2, you fucking hypocrite,Negative
3, yes president donald trump the hard working president ive ever known,Positive
1, what a joke you dont even care all for show,Positive
3, but president obama is from kenya right oh and by the way kenya didnt even exist when president obama was born you are a racist dumbass ,Positive
-2, shut your stupid shithole racist mouth,Negative
1, credit where credit is due you have enormous balls,Positive
2, please make sure that if you mention someone by name that you know if that person is dead or alive thank you,Positive
0, another school shooting you are directly responsible you r the president whicha going to do asshole,Neutral
4, wonderful speech writer you have very eloquent,Positive
5, we all bleed red united we stand divided we fall thank you mr president trump god bless you and god bless america  ,Positive
1, good someone took your phone away,Positive
2, were your very fine white supremacist pals invited,Positive
0, are you honoring centralparkfive today  innocents who you targeted because are a racist,Neutral
4, are there month long recognitions such as this for other ethnicities besides african americans and latinos if yes how can we find more information of them would be great to learn and celebrate the heritage of all usa citizens,Positive
-4, you sick twisted ignorant fuck ,Negative
0, theres no such thing as african americans there are however blacks who happened to be american so they are american first,Neutral
-1, did you remember to remind them how lucky they are to be in america instead of the in your words the shitholes they came fromshitholepotus liarandchief twittertwit bloatedbuffon hole,Negative
0, you dont honor blacks otherwise you would support black lives matter and take a knee when the racist national anthem plays,Neutral
1, lol who wrote this for you it certainly wasnt you trump,Positive
0, if only,Neutral
-2, always dumb religious blacks allow this racist a photo op,Negative
-1, god should have reached down and slapped him for using his name in vain,Negative
1, what have they ever contributed to except welfare and inventing peanut butter,Positive
4, good grammar free from personal attacks praise of a minority community beneficial to national unity who wrote this one,Positive
-1, basta verle el trasero para saber qu es un pjaro nalgon,Negative
1, dude you said you support klansmen and now you want to salute black people,Positive
1, this from mr credible,Positive
-1, why do i not believe you maybe its because you lie about nearly everything else all the time,Negative
1, donald somebody stole your phone and is writing grammatically correct coherent sentences get the secret service to find them,Positive
-3, its reprehensible that a racist racist pig like you would talk about black history,Negative
1, coming from the whitest male administration in modern history,Positive
-4, lets be real you could care less about minoritys  your none voice against oppressive hate groups says it all  stop patronizing,Negative
0, who wrote this not trump he would have joked on those words,Neutral
1, i bet it just galled you to type that especially since we all know how you really feel about other races  hypocrite,Positive
-1, knees weak arms are heavy,Negative
1, glad you said that now lets all live by those words,Positive
-1, oh come on just admit you give zero shits about our black brothers and sisters what a sham pretending you care just get your white hood out and show us who we already know you really are,Negative
-2, ffs dolores trumpbridge  stop with the fake proclamations  its embarrassing black history month is not new you dolt stop taking credit for great things that others have done try taking responsibility for the fear division  destruction you create stablegenius ,Negative
3, yes mr president keep it real thank you,Positive
4, sacrofice youareamoronwhy didnt you invite your buddy frederick douglass i heard hes doing a good job,Positive
-1, cannot include elizabeth warren   lied about her ancestry and took moneyjob set aside for native americans complete scumbag liar who never thought her assertion would be challenged,Negative
2, ok bozopotus name two african american heros that have made extraordinary contributions to our nation  without googling,Positive
0, fyyff nobodylikesyou,Neutral
-1, which staffer wrote thisno spelling or grammar errorsno name calling no cry babying about hillary fake news obama,Negative
0, no way you wrote this tweet its actually understanable,Neutral
-2, this is disrespectful and distasteful,Negative
-3, what a load of bullshit youre the biggest racist on earth and were supposed to believe this crap fucktrump,Negative
-3,       fbi veterans metoo trumptreason valentinesday since treasonous donnierefuses to defend our americaagainst putins foreign aggressionkarma finds a path of stormy revenge  ,Negative
-3, omg  vomit the inauthenticity of this actions speak louder than words,Negative
1, typical trump voter ,Positive
4, which one inspired you the most  other than mlk or your hero frederick douglass have you met mr douglass yet btw i hear hes very keen to talk to you so i hope youve at least invited him to the white house,Positive
-1, you hate africans  you and your father are kkk,Negative
1, who are this uncle tom ass niggas who are standing by the president,Positive
2, nice job minions,Positive
0, would that be the contributions of americans of shithole ancestry,Neutral
0, name some leaders and not mlk,Neutral
1, did you invite frederick douglass,Positive
-2, tax the churches you son of a bitch,Negative
-1, didnt you recently say they came from s hole countrys,Negative
0, the most disingenuous celebration of black lives in white house history,Neutral
-2, the first lady always looks so depressed and unattached,Negative
1, i feel like he didnt write this just a hunch,Positive
1, whos your ghost writer today,Positive
1, he mentioned the picket lines that helped make america a more just nation but not the kneeling ,Positive
1, you pronounce your words like a fckin idiot im sure it was your intellect that got you into wharton,Positive
-1, oh shut up bigot,Negative
2, anyway happy valentines day to you i hope you and stormy daniels have a very nice time today,Positive
-2, bullshit racist ,Negative
-3, shut the fuck up you fake piece of crap fake president,Negative
0, i have my doubts that donald trump actually wrote this tweet,Neutral
0, coming from your racist voice  how could anyone in their right mind believe you,Neutral
2, its amazing how obvious it is when the dude isnt writing his own tweets,Positive
-1, you mean the ones from shithole countries,Negative
-1,  work the land as indentured servants for a minimum of  years i would guess the year  would have seen no racial bigotry in this country fun fact in  the federal to local governments spent  cents for black education compared to each dollar spent for white educatio,Negative
