Sentiment_Score,Tweets,Sentiment_level.score
-1,  meanwhile your administration has the highest mass murders during the beginning of any presidential term those people who are slaughtering us are whitemany white supremacy supportersnot immigrants you are not a leader u r a weak man a coward,Negative
4, youre not good at governing at all it requires compromise and you want to always get your way like a spoiled child you were not put there to change our fundamental meaning to people in poverty and oppression around the worldequal number of merit based and folks with a dream,Positive
3, says the great negotiator so it is either the bill you support or none at all where is the compromise where is the negotiations you are a fraud,Positive
-1, worst bill with the least support,Negative
1, how does it feel to be widely considered the tobe worst president in us history worse than james buchanan who is responsible for the political climate that lead to the civil war,Positive
1, ending the lottery is a mistake could it mean donald trump will open the country to immigration from russia letting all his oligarch pals in,Positive
-1, they dont support your stupid ass,Negative
-5, let that shit expire and send their assess packing send all those angry country hating men hating pussy hat wearing me too ban wagon hijab wanna be wearing marching just to get off work a day lonely ass women with em maga trump,Negative
-4, lie lie lie lie,Negative
1,  democrats are using daca to get all out amnesty,Positive
-4, hey dumb shit i thought u said ud sign any bill that was put on your desk about the bipartisan daca deal so now stephen miller and tom cotton are president and vp u r a racist bully  a coward we dont need u in the wh since they are there and putin ,Negative
0, notmypresident fakepresident trumprussia ,Neutral
-1, fake news,Negative
1, you said you would sign any daca bill they presented to you said you were man enough to take the heat are you,Positive
0, lets talk about your good people   extreme white supremacy terrorists  that is a bigger problem than illegal immigrants,Neutral
-1, stephen miller wrote this obviously,Negative
-1, children are being killed in schools and youre doing nothing about it unbelievable even for you,Negative
0, tell them all to go to hell  sir no deal  theyre not in the driver seat you are president trump youre the boss im sick of the rat trying to poops elephants dont back down sir ,Neutral
-5, stop lying look whats happening in america right here right now its american killing american r u so effing ignorant that u r blaming all immigrants for the violence drugs today try the pharm  selling painkillers cheap blame yourself for the mentally ill getting guns,Negative
0, drzaibkhan democrats opting for openborders will compromise on the us nationalsecurity meaning more violence more danger,Neutral
-2, when are you going to send  to deport the terrorist group that trained and armed the parkland shooter oh i see,Negative
2, no wall sounds like a great bill,Positive
2, stand strong americafirst  our children have dreams too,Positive
0, why dont you focus on gun control  gunreformnow,Neutral
0, yesd,Neutral
-2, asshole spreader of fake news,Negative
1, you are pathetic and stupid all your staff agrees all your friends waityou have no real friends,Positive
-2, is immigration truly a blue chip issue to tweet about the day after another mass shooting where over a dozen kids died you have the power to force this country to implement changes to keep our kids safe please use it,Negative
-7, looks like you telling people to shoot hilary at a rally or instigating hate and violence shooter followed you your message of hate your base thrives on your racist hate and this kid killed brown people maybe for you trump you know you do it on purpose sick you are bad ,Negative
-4, you truly are a moron  this entire country is mourning the loss of  children and all you care about is your absurd wall  how about talking about gun control,Negative
2,  there is too much time spent honoring victims in times as these and not enough put into stopping itthis shooter was americando something to stop future killings even if all outer school entrances were kept locked from the inside during the school day,Positive
1, what about ur own party cant even get all reps on board with grassley bill how u can continue to fail with all the damn cards stacked in ur favor shows how truly ineffective you are,Positive
2, bad show just finished a very big factor but a win is a very good,Positive
-2, we need gun control not a wall ,Negative
-1, the shooter of the school was an american citizen you moron a white american citizen born in america how can you be focused on immigrants when our own citizens are killing us you fucking piece of shit,Negative
0, hmmmsupporting law enforcement like the fbi,Neutral
-3, liar liar liar,Negative
4, you have zero interest in compromise or in helping the daca individuals  all you want is to make america white again,Positive
-1, i think it pathetic were in debt in the trillions yet fake do gooders want to encourage illegal immigrants to break the law to stay here why dont dreams go home and make their dreams come true in their own native countries why must we support,Negative
4, well stop the lottery and bring actual capable people to make usa great again,Positive
1, hows about gun control most terrorists in america are white home grown get it right,Positive
-1, heres your boyfriends deadly catch ,Negative
-2, we are so sick of your crap,Negative
-3, nothing else matters today except proposing new gun laws ban the ar assault rifles now today its a start,Negative
-5,  no it doesnt  we dont need your race wall you cant read so dont understand how immigration works there is no lottery  its not fishing youre a fat racist prick  your wife hates you fuck youimpeachtrump,Negative
1, what about banning americans killing children in school with guns that you and the nra say are their rights what about the kids rights,Positive
0, deport trump,Neutral
0, andaboutthatschoolshooting ,Neutral
0, maybe you need to learn more,Neutral
-1, you should go fuck yourself,Negative
-1, shut upyou always make everything worse,Negative
-1, trump is a hypocrite his in laws are living in the usa through chain migration very sad for america,Negative
-3, children got killed due to gun violence in a school  shouldnt you be working on how to keep them and all americans safe from gun related crimes instead your tweeting about this shit  dumbass smh  worstpresidentever,Negative
-4,  time to resign you fucking impotent moron,Negative
11, keep up the great work vetsfortrump  bring back god give no rest to the wicked your good works for america covers a multitude of sins  thank you jesus for salvation guns and freedom your word and your staff your mercy and truth  more years crymeariver,Positive
-1, you ugly,Negative
-1, shut the f up donny youre out of your element you racist pos,Negative
1, why are we talking about this now  children were just murdered at their school,Positive
1, tell us about the immigration status of  parents,Positive
0, what is your dumbass going to do about your kkk member shooter,Neutral
-3, have you forgotten already about the children who have died once again on your watch you have failed in every way the amount if americans who pass through heathrow apologise for what their wonderful country has elected to represent them your people are ashamed of you,Negative
-1,  too soon to discuss parkland but you can tweet this crap sarah on parkland is right you are a piece of shit,Negative
0,  my prayers and sympathy for your bill,Neutral
-2, prohibit assault weapons,Negative
-2, the recent well most recent shooter was an altright white male how about law enforcement dealing with him instead of hard working immigrants you arrogant racist fuck,Negative
0, fala muito,Neutral
0, youre right on this  the left is misportraying reality on this issue,Neutral
2, you know the way we can protect each person in this country is by protecting it from the inside first,Positive
-5, youre against law enforcement and have been every day for the last  months dont put the blame on others when youre at fault your misdirectingredirecting is bs presidentturdbreath,Negative
-1, hell no,Negative
-3, lies lies lies liesfake president impeach,Negative
-2, you arent deporting criminals even now you ass youre deporting the lowhanging fruit in the form of lawabiding longterm immigrants who are just trying to raise families and get along you are the antichrist without a doubt,Negative
-3, dont worry about the illegals our kids can walk into a gun store and buy a ar and kill our children ill take my chances with the illegals resign trump,Negative
1, take daca off the table then negotiate,Positive
2, looks like youre not going to get your wall better call mexico and tell them they are off the hook,Positive
1, dems dont give a flying  about dacathey just want their damn votes,Positive
3, keep up the great work mr president,Positive
1, what merit did you wife or mother have when they immigrated,Positive
-5, boy i am really losing it hearing about this goddamn mothafucking wall when the country is grieving with florida connect with people much,Negative
0, when does the maga start,Neutral
1, you are holding the daca people as a political hostage if anything happens to even one them it will be on you,Positive
-1, we must have term limits in congress  a new house ldr   standing still is inexcusable  dts ,Negative
0, its obvious most of these folks are not serious and i hope you will be instructing ice to begin deporting these dreamers as of marchwatch how serious they get when there are massive protests outside their front doors,Neutral
0, nosanctuarycitiesnochainmigration novisalotterynoamnesty,Neutral
0, drzaibkhan attorneygeneral jeffsessions also said that it will invite a mad rush of illegality across our borders in case open borders are favoured by democrats,Neutral
-1, guns are way more dangerous than people of color no matter their country jesus never judged but republicans do,Negative
-2, you have more deaths on your hands and yet youre banging on about nonsense youre going down ,Negative
1, what dont you just do thoughts and prayers instead of worrying about it it seems to work well for mass shootings stop being dumb,Positive
-1, do something about the easy availability of guns in this country your actions are hollow  you have blood on your hands,Negative
-2, the dems are most seriously the enemy,Negative
-1, your an idiot,Negative
1, this was an american citizen  not an immigrant ,Positive
0, forget this heart on you have for immigrants and do something about the shootings,Neutral
-6, fuck you fuck you fuck you liar liar liar,Negative
1, so those school shootingsmaybe we talk about them more now,Positive
1,  secure borders for american protection safety    block those dangerous guns the commonsense solution to minimize taxpayer outlays is the grassley bill,Positive
0, we need our kids to be safe in our schools,Neutral
-1, donald john trump presidency  catastrophe,Negative
1, no daca amnestyfor any reason,Positive
1, honestly i dont know how anybody can think about any other issues when we just lost  innocent children yesterday this needs to be fixed now no more waiting,Positive
2,  now is the time to get all of congress to push to get the nicis system online and updated nation wide with penalties for anyone not complying the dems will push for more controls on legitimate owners which wont stop the carnage this is one thing that would,Positive
0, he clueless youre kicking people out of this country who have lived and worked here for over  yrs theyre not criminals,Neutral
-4, your problems r not with borders you orange clownits your own citizens killing peopleyiu sad excuse for a human being,Negative
0, fuk you enjoy prison ,Neutral
-5, why do you frighten americans all the time with terrorism by bad immigrants do you understand that it is impossible to defeat terrorism by stupid prohibitions god somebody explain to him  certain limitations are needed for individual countries where there are wars,Negative
1, absolutely agree,Positive
0, mass shootings in the us there have been  in  days,Neutral
-3, at the risk of inflaming everyone it seems to me the nd amendment is read wrong the  context emphasizes militia  wellregulated at that not individuals,Negative
2, this is what make america great looks like ,Positive
-1, yo dipshit you couldnt even get  votes for your stupid bill loser,Negative
-6, christ if you were serious about protecting peoples lives you would address gun control laws i expect little of you but for crying out loud people are dying through inaction your inaction,Negative
3, this is partisan not truth not honesty not facts not understanding this is trump being a lying con man,Positive
2, right because obviously there are so many immigrants responsible for the mass shootings in this country get some perspective or are you too racist to see the truth ban white supremacists now label white supremacy as terrorists,Positive
0, mr art of the deal youre a joke your bill got the least votes youre a loser again,Neutral
1, so excited stormy daniels saved a dress she wore during sex with trump  and plans to test it for his dna report poor melania poor barron von  trump,Positive
5, perhaps its time to take what you can get on the border wall grant path to citizenship for  dreamers in exchange for the wall funding and security then offer  paths to citizenship in exchange for elimination of the visa lottery and chainmigration reforms,Positive
0,  whatistrumphiding ,Neutral
0, lets worry about our white serial killers first,Neutral
2, drzaibkhan mr president it is quite apparent that democrats are opting for open borders,Positive
-3, stop attacking immigration a lesser issue than this countries interterrorism,Negative
-2, using scare tactics to sell your insane policies,Negative
-3, our children are literally dying in their schools this is what youre talking about just when i think you are the lowest form of cesspool frog shit you dig even lower ,Negative
1, how many school shootings have been committed by immigrants,Positive
3, should amnesty recipients have the right to vote they have broken a federal law given citizenship is one thing the right to vote is another lets face it the only reason democrats care is for their vote snuff out the vote then what would happen,Positive
0, we have the receipts ,Neutral
1, dear  the shooter was wearing a make america great again cap on this should make you so proud this is the violence you have promoted in america get the fuck out of office already,Positive
6, your note is almost incoherent  we know you wall right  maybe we could give you some me building blocks to play with  frankly the bigger story is to work effective with our allies in mexico to help both our economies grow stronger so folks didnt want to come here,Positive
3, lets talk gun control protect our kids and put money towards security for schools and real actual background check instead of the charade we have now put money towards mental health and bring back the law that no mentally ill person can purchase  a gun,Positive
0, behind you ,Neutral
-5, gopa southern utah republican party official has been arrested in a prostitution sting a week after a politician from a neighboring city stepped down amid allegations that he met a prostitute in a taxpayerfunded hotel roomadultery president adultery gop,Negative
-5, fuck you dumbass fat piss slurping shit lord youre going to die in jail worst president in us history,Negative
-2, your great proposal is horrible stop attacking legal chain immigration process with your proposal you are going to make many americans life miserableyou will never get my vote so sad that you are attacking legal process instead of fixing illegal immigration sad,Negative
-2, you are such a fucking g joke of a man you use human life as a bargaining chip for your bullshit wall there is a a special place in hell for people like youand grassleys an asshole,Negative
1, so tell us whats the final solution eh,Positive
1, this is your deal accept it,Positive
3, shut the hell up  youre a racist old white man  you dont want any immigrants  your cabinet is full up with your kind  you dont want to provide anything for daca  youre the worst president in modern history  shameful,Positive
-1, ur a piece of garbage thanks for making the office of the president so dirty skank ,Negative
0, flynn papadopoulos gates bannonoh and have you seen rudy lately,Neutral
2,  ha ha ha no wall funding until you get off you white ass and support a clean daca bill,Positive
1, you definitely didnt write this  you arent smart enough to spell a lot of those big words,Positive
-2, yeah deport that florida shooter needs to go back where he came from ummmm oooppppps nevermind lone wolf mentally ill hes good,Negative
-1, suck a bag of dicks donnie youre a ducking waste of human flesh art of the deal my ass,Negative
2, no one wants the damn wall you idiot  and we certainly do not want to pay for it  there are better more current ways for security  like from this century,Positive
-1, i think u have another issue to address,Negative
-5, bs quit lying you idiot even the morons are sick of it,Negative
0, is public education is causing mental illness,Neutral
-3, you know  parents migrated here in a way youre trying to ban time to deport them,Negative
0, nowallneeded,Neutral
-1, again another mass shooting  from a us citizen  and yet you feel immigrants are the problem  really ,Negative
2, what are you going to do about the white terrorists who already live here,Positive
0,  what happened to the goodlatte mcsally bill,Neutral
1, no amnesty for daca in any billno reward for breaking our laws,Positive
1, we are behind you and support you  mr presidentmagaone day at a time,Positive
0, dims want to flood us with millions of illegals and criminals then at the same time want to take our guns away my gun is the only thing keeping me safe from all of the illegals maga nodaca neveramnesty keepyourword deportallillegals releasetherawdata ,Neutral
2, wake up trump or please get out youre going anyway so you may as well write your own script like you always do and then at least your lunatic base which by the way means the bottom so at least thats honest might believe you werent played by putin like a fiddle idiot,Positive
-3, speaking of sad you need to reinstate the obama era law you changed about mentally ill people owning firearms maybe the incident in parkland fl could have been prevented if obama law about guns was still in effect i feel it was wreckless for you have changed that law,Negative
-1, deport  parents no chain migration,Negative
-1, shut up and go back to queens ya moron,Negative
0, wiifd whats in it for donny,Neutral
-1, dangerous criminals like the kid who just shot up that school in florida oh wait,Negative
2, lol the bill you want got the lowest approval vote of all the bills voted on but you and your sheep will somehow take that as a victory,Positive
1, drzaibkhan what sort of bipartisan bill can the democrats expect to pass presidenttrump is right that voting for this amendment would be a vote against law enforcement and a vote for open borders,Positive
1, mr president as long as american soldiers are in syria illegally  armed and killing people you have no moral right whatsoever to  complain about anyone coming here  now even terrorists,Positive
-2, this is a lie stop hurting us,Negative
-6, you are an ass bufoon village idiot ridiculous fool you should be ashamed of yourself you are an embarrassment,Negative
0, dont give in,Neutral
0, have you watched the last episode of dirty money its all about you and your dirty business practices  you like tv go watch it on netflix,Neutral
-1, veto anything that does not adopt you r pillars,Negative
-1,   moron  ,Negative
0, my goodness  what are all these trump snowflakes going to do when their ignorance allows two branches of government get taken by dems come november  glacial melt for sure trumpnotrepublican trumplies taba,Neutral
2, so the florida shooter was not only a white supremacist but also a supporter of yours,Positive
-2, youre not a man of your word sniveling blood sucker fuck you your sons your daughters and your wife,Negative
4, justice will be served president trump    ,Positive
0, no more open borders no visa lottery no chain migration no medicaid or freebies for illegalsso done with this crap,Neutral
0, it would be the end of america its an open invitation to every terrorist and criminal in the world,Neutral
1, good to see youve moved on from one of your boys killing  innocent children and right back to catering to their racist ways,Positive
1, how about just shut it gfy,Positive
-1, gun control laws,Negative
4,  the president ended daca unilaterally he then said work out a bipartisan bill ill sign anything you bring me he was promptly brought a bipartisan deal he rejected it he was then brought a second bipartisan deal with even more support he rejected that,Positive
0, i would prefer open borders if it means getting you and your white supremacist buddies out you are a hypocrite dumptrump hypocrite liar,Neutral
-1, stupid,Negative
1, leftist formally known as democrats have only one agenda and that is to have an invasion of illegals enter america and take over effectively ending america as founded leftist including the cnns are the enemy of america and all free people nodaca,Positive
0, excuse me  did your inlaws not chain migrate off of your wife wasnt your wife working illegally in this country did she not obtain citizenship through her marriage to you and then brought her parents over here,Neutral
1, just ignore how many children and teachers died yesterday lets just honor you with your effin wall smh,Positive
-5, shut up trump you run your mouth about isolated immigration issues that could be solved with enforcement yet do nothing about the rampage of school shootings the excuse its not the guns  is bullshit  owns you and ,Negative
0,  stfu hitlertrump,Neutral
-5, why dont you put as much effort into gun control as you do with illegal immigration  how many more people need to be killed by mass shootings  blaming mental health is an excuse the real issue is america needs gun control impeachtrump,Negative
3, so the democrats should support a bill solely sponsored by a republican who clearly supports your every whim instead of supporting a bipartisan bill sponsored by  republicans and  democrat who have been working to address all issues in a bipartisan manner wake up to reality,Positive
-1, your last highschool killer was an american,Negative
4, thank you mr president for keeping us informed i trust you i dont trust our congress our congress is not for the people incredible we elect these phony dickheads pay their salaries and continually they conspire against us,Positive
0, never going to happen four pillars or start packing,Neutral
-3, our gun problem is far worse,Negative
-1, did miller write this for you racist,Negative
2, hurry up oh boy how long to build a simple walltrump the president of the peopleandy,Positive
-2, i am convinced you dont give two fat fury rats ass about the daca recipients they are just  bargaining chips for you to me you are a sad president,Negative
0, just like a vote for you is against law enforcement,Neutral
1,  dems need open boarders for the votes that policy will bring them,Positive
-2, fk immigration do something about us terrorism killing kids,Negative
2, why do you continue to classify all immigrants as terrorists murderers and rapists  why are you deporting hard working immigrants that are contributing to society  noheart impeachtrump,Positive
3, it is your vote that matters here president trump if they offer the american people instability if they offer what you campaigned against vote no we will be behind you,Positive
0, how did your in laws get into the country,Neutral
1, what about these white men killing massive amounts of people maybe we can get the immigrants to protect our children,Positive
0, blablabla thats what you are bla bla bla,Neutral
-1, sad ,Negative
0, nodaca noamnesty nochainmigration americansaredreamerstoo buildthewall,Neutral
-1, you are such a asshole,Negative
-1, republicans voted against your bill tooidiot,Negative
3, show america whats in the grassley bill if youre cheerleading for it its probably a bill that benefits the rich the wealthy or your agenda,Positive
-2, deadly catch  release question do guns kill more of our children or do illegal aliens,Negative
-2, so basically your losing so your throwing a hissy fit even while pretending to care about the florida shooting in an attempt to twist the incident in favour of anti gun control laws,Negative
-1, mr president the dems are not serious about anything  all they want to do is resist,Negative
3, uh oh trump rick gates has flipped and is receiving his plea bargain along with flynn and papadopolous mueller is too smart for you and the trump crime ring is going to go down gates will expose both you and manafort,Positive
2, thank god for the democrats,Positive
2, stand your ground potus you got this and gods got you thank you for all youre doing press on sir,Positive
-1, white terrorist just killed not your bs illegal terrorist gonna get americansstudentsyou keep protecting your voter base of altright both sides lies killer of  maga dumbass dumbfuk muelleriscoming america trump trumpaltrightfriends trump white terrorists,Negative
1, why cant you get this excited about helping lower and middleclass citizens,Positive
-2, how can you possibly be talking about this after the events of yesterday what the hell is wrong with you,Negative
-3, please stop this because catch and release really isnt what it seems for lapd when we arrest an illegal for a crime it takes officers out of the field for countless hrs not handling calls then we will see the same person committing crimes shortly after a revolving door,Negative
-4, a vote against law enforcement you have been attacking law enforcement every fcking day for months man you are a complete an total hack you are the epitome of unamerican vetsresistsquadron ,Negative
2, build the wall around the white mass murders,Positive
1, clown ,Positive
0, did steven miller read this to you shitholepresident ,Neutral
0, please hold your ground for plan you have proposed  what you ran on and we all voted for,Neutral
1,  is in the nras pocket no plausibility,Positive
-1, there is nothing that you say is genuine its just political you are the most dishonest and cruel person ever to be elected to any office anywhere you will have ruined your name and ypu familys name when your out resist,Negative
0, there seems to be a lot more school shootings than immigrant criminals,Neutral
-2, people are saying you asked alex jones to be your vice president but he turned you down because he thought your ideas were too crazy,Negative
1, playing poker with a million lives roll on midterms let them send you a bill veto it  see how it helps your precious popularity polls,Positive
-1, you are a buffoon and an embarrassment to america,Negative
0, you are wrong as usual,Neutral
-1, your bill was a loser  doa,Negative
0, i hope you take a slow ride in an open motorcade asshole when you visit those grieving parents in florida,Neutral
-1,  oh boy the grassley bill got the least votes of the lot not even the reps liked it  fun fact the schumerroundscollins bill got the most votes but unfortunately not enough to pass despite the huge support from both dems and reps possibly because of your veto threat,Negative
1, senate immigration amendmentsmccaincoons  to toomey sanctuary cities plan  to roundscollinsking  to grassleyperduecotton trump plan  to what a joke your plan lost  senate rs ,Positive
-1, thats what stormy said thatswhatstormysaid,Negative
1, and how did that work out,Positive
1, senator graham should remember he is supposed to represent us deplorables not the crumbies we won have you forgotten  we are the majority you profess  vote our will not yours  stop hating,Positive
0, daca ,Neutral
3, please remember your promise to us who voted build that wall stop chain migration stop lottery no amnesty,Positive
-2, if the gop were serious about maga they would impeach you,Negative
-2, illegal immigrants arent killing people white mentally ill men with guns are,Negative
-4, the grassley bill must be a piece of shit if you want the dems to support it  so jackass what happened to mr art of the deal  guess you never had to deal with millions of people who hate you and you cant bully around  youre a liar loser traitor racist and a fraud ,Negative
3, protect me president trump,Positive
1, people or concrete,Positive
0, democrats and rinos are not bipartisan same side,Neutral
-2, anyplace you go immediately becomes a shit hole agent orange,Negative
1, build a wall around yourself ,Positive
0, how did that vote go on grassley bill,Neutral
-2, you are a soulless tiny man,Negative
9, im with you mr president god bless and keep you safe praying for you everyday we can do all things thru christ who strengthens us trust in the lord with all your heart and lean not unto your own understanding in all your ways acknowledge him and he will direct your paths,Positive
0, even grassley is too watered down,Neutral
-1, oh bullshit it does not,Negative
1, its all about money for those people as i said before our own government is selling our country to a people that has destroyed their own for the sake of personal gain i hope you can stop them,Positive
1, open borders are good you dont know a damn thing,Positive
1, i say neither bill will do stop negotiating away our border security for illegal alien amnesty,Positive
0, but when it comes down to real gun control debate our fake president does nothing do nothing donald,Neutral
-3, american citizens under your leadership are the biggest threat to the us stress levels are through the roof your week gift has made a mockery of the country and its less fortunate citizens shameful,Negative
3, drop the wall from your demands  you have promised time and again that mexico not the us taxpayers will pay for it,Positive
0, when it comes to immigrants youre all action ar ban crickets ,Neutral
-16, distraction distraction distraction distraction distraction distraction distraction distraction distraction  distraction distraction distraction distraction distraction distractiondistraction distraction distraction sign russian sanctions ,Negative
2, aint nobody gonna pull the wool over the eyes of our president and the american people,Positive
0, what about the domestic terrorists ,Neutral
0, nodacadeal without end to chain and lottery migration,Neutral
1, once again you got nothing gone great leadership,Positive
3, we dont owe nobody a damn thing except americans we come first  dont you divert from your plan in the state of the union it needs to be done we will pay for the wall ourselves it will be cheaper than illegals in our country end the funds for sanctuarie,Positive
-1,  more people have been murdered by white extremist than immigrants so whats your take on that donny little hands,Negative
-17, distraction distraction distraction distraction distraction distraction distraction distraction distraction  distraction distraction distraction distraction distraction distractiondistraction distraction distraction gun control now,Negative
1, bitcoin mining a profitable venture when you mine with the antminer s dm me for more details,Positive
0, your inlaws are chain migration unmerited immigrantslets deport them first  hey then you will only have outlaws in your family,Neutral
0,  are you fucking kidding me   this is what you are talking about today   the kid that committed the mass murder yesterday was not an immigrant  you have this countrys priorities so fucked up right now  you will go down in history as the worst president ever,Neutral
0, you didnt write this and youre full of bullshit,Neutral
2, unrelated but please dont do the gas tax i live in california and can barely afford to get to work as it is,Positive
0, you are going to be impeached,Neutral
0, a homegrown white supremacist killed over a dozen kids who gives a shit about immigrants right now,Neutral
-1, if only you tweeted this forcefully for gun control,Negative
1, stick to your guns mr president  we need border security,Positive
3, you should not be focused on this right now a real responsible president would be focusing on the gun control laws seventeen children and adults died in school a place where they should feel safe,Positive
5, wow your bill got even fewer votes that the other one even the republicans didnt like it congratulations,Positive
-2, you fucked up daca  its your job to fix what you broke  incompetent loser,Negative
0, so over you,Neutral
2, republicans need to justdoit democrats not serious they had  years nothing done we have laws now enforce our laws  grant amnesty to children dreamers only  they must pay a fine and stay off welfare and become citizens  but the parents who broke our laws get nothing,Positive
1, finally the government gives the opportunity to  million illegals with a way to citizenship and the democrats vote against it why because its a big win for trump they dont care about the illegal aliens,Positive
-1, hey at least your future exwife melanias parents get to stay,Negative
0, when are melanias parents leaving the usa,Neutral
0, gates just turned on you ratted you out goodbye moron,Neutral
0, they are globalists and want america to be rebuilt after they wreck it they want to apply a un controlled system of socalled independent states  put an end to our involvement with the un stop states from doing endruns with the un,Neutral
-2, so when do  barron   parents leave to go back to slovenia donnie cant wait to see how they fair in a country they no longer know or in barrons case  at all,Negative
0, what does your wall do to fix the real problem,Neutral
1, dont you understand that we dont want to pay for your wall,Positive
0, piss off,Neutral
3, dont cave on daca we work too hard for our money for fed to pay them to come here path to citizenship and ya gotta work like everybody else,Positive
-1, im sorry but shut up about daca you created the situation and are now using it to try and force your wall which were still waiting for mexico to pay for  other racist immigration policies through you won by racial fear mongering so dont act like you care about the dreamers,Negative
-3, far more violent crimes are committed by us native born than by immigrants legal or not last year k people were killed by gun violence  k from drugs  most drugs arrive here in shipping container   of illegal immigrants are here because they over stayed their visa ,Negative
-4, fuck off you deluded piece of orange shit resist,Negative
-2, you pos liar that is fake news,Negative
2, just reinstate the daca executive order and stop looking like such an ass,Positive
0, talk about the white supremest terrorist that killed those children  how about a statement how about condemning the terrorist act how about being presidential,Neutral
3, i know you want to win but this is not about you  not everything is about you  the country is more important than you  these  peoples lives are more important than you,Positive
1, daca must get in line to apply for citizenship meeting established standardsin return we want  billion wall an end to chain migration an end to the visa lottery the requirement of everify     ,Positive
0, in my humble opinion of course without offending anyone who thinks differently but also by looking this matter in a different way and without fighting and by trying to make it clear by considering each opinion i honestly believe that i completely forgot what i was going to say,Neutral
4, the damn wall is a waist of money will not keep them out  so if you want it get mexico to pay for it like you promised  maga,Positive
0, could you not be a racist for like one day maybe,Neutral
2, how will you handle the three people who are here illegally  your wife who violated her visa and her parents who are chain migration as you call it i guess baron will be growing up in melanias hometown right,Positive
0, thetalkingshit ,Neutral
0, we dont care we care that the nra owns you,Neutral
-3, until you actually read either of these bills stfu you illiterate ass hole orangeanus,Negative
-1, our country lost the lottery when your family immigrated here,Negative
-1, ahh again your method of negotiation is my way or not at all so we blame you if we get nowhere,Negative
0,  m,Neutral
0, futureagainstfordacadreamers dacadreamer,Neutral
1, do you understand half of the concepts you just tweeted about,Positive
0, we need to keep the borders on alert and put a better system in place,Neutral
0, daca must get back into line to apply for citizenshipmeeting the same standards that everybody else has to meetin return we want  billion wall an end to chain migration an end to the visa lottery the requirement of everify,Neutral
0, does the guy with the least popular bill really get to have a say artofthedelmyass,Neutral
0, shut the govermentscrew rhe demorcrats,Neutral
0, fuckeduppriorities,Neutral
-3, grassley wrote the bill making it easier for mentally ill people to get guns it passed and you signed it  year ago we need a law banning mentally ill from buying guns grassley needs to go along with his backward thinking,Negative
0, assclown ,Neutral
6, i thought it was no amnasty then  pillars now something else sir some american patriots are feeling betrayed by president trump why sir sir you wont talk to american patriots you keep repeating a bs poll  of  american patriots dont want amnasty sir dont you c usa,Positive
-1, do you understand there are three branches of government stay in your lane,Negative
-4, the wall would not have stopped the school shooting your rhetoric is helping crazy white nationalists i fear for my son at school i have zero fear of him dying by an immigrant votethemout voteblue  saveourkids,Negative
1, rick gates making a deal with mueller now,Positive
-1, children are dying because youve given the nra and to some degree the  club what little nut sack you still had left try and grow a conscience you piece of shit,Negative
-2, donny you are obsessedwith the wrong problem  uniteblue  news gunwhores ammosexuals congresssucks sodoestrump,Negative
-1, maybe youre trying to isolate people  idk  im not privy to all the classified information that may contain something personally that would explain a lot,Negative
-1, you killed daca fix it,Negative
1, you do not represent the majority of americans,Positive
-1, what did you get foe your idea  votes or so,Negative
0, unfortunately its just another day in america,Neutral
-1, the tragedy yesterday was homegrown stop already with your fearmongering regarding immigrants,Negative
1, i bet you can figure out what this stands foreabod but a lot of people who read this will know  enjoytrumpeabod,Positive
0, using dreamers as hostages  you want to depart them anyway,Neutral
0, protect your people by putting gun control laws in placeits not immigrants walking into schools night clubs concerts and churchswant to protect sink your money into gun control ,Neutral
-2, ahhhh you cannot get a deal please shut up boring boring boring,Negative
1, enforce everify problems will be fixed amnesty for the vetted of course any convictions and automatic deportation at a person to fix and year probation before eligible for citizenship    and the wall fixed,Positive
-1, you are s lier,Negative
0, stick to the platform do not give into the dems,Neutral
0, get out  resignnow muellertime,Neutral
2, its like the entire time something was happening behind the scenes  i was just going to dental school  ,Positive
0, nra   dollars for you,Neutral
0, so what willwould happen with melanias parents or melania or your own family i dont know why i write you dont care,Neutral
-1, neither the dems green card lottery winners dreamers mexicans muslims or inner city kids walked into a school and killed children you cowardly heartless spineless amoeba stfu guncontrol,Negative
2, dt open borders like the one your inlaws came through ,Positive
-1, shut the fuck up do us all a favorresign now and take your entire administration and the spineless  with you,Negative
1, the biggest threat to this country continue to be the mass shootings and you will do nothing about that thats a fact,Positive
0, trumpssmallbloodyhands ,Neutral
-2, do you even hear yourself talking ignorance is not a leading quality and what you keep trying to do is discrimination maybe worrying about our children being killed at school should be of more importance poor role model donald since charlottesville when you gave them a pass,Negative
0, we who voted for you do not want this,Neutral
1, stand firm and dont give in on this securing our country is too important,Positive
-4, florida mourns and you post nazi racist propaganda you fucking idiot,Negative
-3, gaslighting and lying to distraction from the trumprussia scandal ,Negative
1, how about you make no deal illegal means illegal they can go out and come back in the right way theyve had ample time to get citizenship but didnt want to get deported and start over,Positive
0, childkiller,Neutral
-1, im in nola in   i got led to el gato negro  like it was supposed to mean something  i had no clue  but i did read about something later  im just putting together the name of the town with that  brett farce  dont blame me,Negative
-1, thank you  the real republicans in congress for rejecting the democrats  proamnesty gang for knowingly trying to ram a completely useless american security bill through clock is ticking,Negative
-2, fuckkkkkkkkkk youuuuuu tiny hands donnygirtherdumptrump liarinchief republicantssuck it you shitstain you created this problem fix it by holding your breath for  hours,Negative
2, we changed our minds mr trump no daca you promised us america first,Positive
